datetime,username,content,Sentimen,clean_teks
2022-12-05 13:03:18+00:00,peachyjoon_____,baru ngerti fast fashion skrg hiks emng paling bener ngethrift drpd beli baru tp jelek amp udh gitu overpriced kadang,2,erti fast fashion hiks emang bener ngethrift beli jelek amp overpriced kadang 
2022-12-04 16:31:53+00:00,claorio,temenin dongggg fashion senseku jelek banget jir ak gak bisa milih mana yang bagus atau nawar harga,2,temenin dongggg fashion senseku jelek banget jir milih bagus nawar harga 
2022-12-04 15:35:07+00:00,KatyushaDwinova,udah jelek pake jas ungu kaya badut beneran kere nih ga ngerti fashion mending lu hapus foto ini daripada banyak yg ngujat,2,jelek pakai jas ungu kaya badut beneran miskin nih erti fashion mending hapus foto ngujat 
2022-12-04 13:23:59+00:00,allysamaz,aa nih kalau tanggapan dede mah yah jaring itu teh a buat fashion aja fashion kata kakak bagus kok emang dede jelek pakai jaring nangis,2,aa nih tanggap dede mah yah jaring teh a fashion fashion kakak bagus emang dede jelek pakai jaring nangis 
2022-12-04 09:58:28+00:00,telyufess,telyu serius nanya emg pake topi didalem hijab jelek ya dalam perspektif agama dan norma  mbaknya banyak yg judge katamya hijab bukan fashion tp fashion muslim kan ditentuin jg sama quran buat nutup aurat aku jg liatnya itu masih normal karena ga ngumbar aurat kalo cont,2,telyu serius emang pakai topi dalem hijab jelek ya perspektif agama norma mbak judge katamya hijab fashion fashion muslim ditentuin quran nutup aurat lihat normal umbar aurat cont 
2022-11-27 15:58:27+00:00,emeyola,"harganya pun lumayan mahal kayaknya makin banyak pattern makin mahal makin ribet model makin mahal

dan itu sah sah aja 

dan jadi agak mikir ya pantes ajaaaaa si mbak itu merasa selera orang orang yang ngebash fashion dia tuh jelek banget mereka yang kampungan",2,harga lumayan mahal kayak pattern mahal ribet model mahal sah sah berfikir ya ajaaaaa si mbak selera orang orang ngebash fashion tuh jelek banget kampung 
2022-11-25 01:46:38+00:00,caspersimeong,mbak kalo emang lu pake hijab udah deh ga usah mikirin fashion duniawi pahami dulu noh konsep lu pake hijab buat apa kalo emang masih suka pake baju seksi lah ngapain situ berhijab rambutlu jelek atau merasa cantik pake hijab heran banget,2,mbak emang pakai hijab deh pikir fashion duniawi paham noh konsep pakai hijab emang suka pakai baju seksi ngapain situ hijab rambutlu jelek cantik pakai hijab heran banget 
2022-11-24 16:08:42+00:00,Anana_nasime,mungkin celine jga mau bikin perbedaan buat fashion cewek ama cowok krn khan celine ini banyak fashionnya ke cowok mungkin akan ada pengembangan inovasi kita semua mana tau ayo dukung lisa jangan buat nama lisa jadi jelek apalagi sampek menghina idol atau aktor lain,2,celine bikin beda fashion cewek cowok khan celine fashionnya cowok kembang inovasi tau ayo dukung lisa nama lisa jelek sampek hina idol aktor 
2022-11-24 06:37:32+00:00,24_cherrypie,"gua jga mkirnya gtu krna jaman udh smkin maju hrusnya pemkiran yg kolot"" bgni juga udh dimusnahkan mau lu secantik apapun fashion sbgus apapun kaya pun klu akhlak minus tetap aja jelek kagak ada bgus""nya",2,mkirnya jaman smkin maju hrusnya pemkiran kolot bgni musnah cantik apa fashion sbgus apa kaya akhlak minus jelek bgusnya 
2022-11-23 23:58:20+00:00,moodargha,mau handphonemu bagus fashion mu branded kendaraanmu mewah asli gue kagak peduli selama pasanganmu jelek,2,handphonemu bagus fashion mu branded kendara mewah asli peduli pasang jelek 
2022-11-23 15:13:47+00:00,mjessc,mohon maap ini jelek bgt  ya emg cinta nya cantik seleb gak melulu fashion nya bagus kok hollywood seleb aja byk yg di kritik fashion nya kl emg beneran jelek ya termasuk dia,2,mohon maap jelek banget ya emang cinta nya cantik seleb melulu fashion nya bagus hollywood seleb kritik fashion nya kl emang beneran jelek ya 
2022-11-23 11:35:01+00:00,fleuriant,tpi tergantung model bajunya jg sih kalo ketat ya jelas jelek anjir beginian emg bagusnya oversize yall dont know fashion i swear,2,gantung model baju sih ketat ya jelek anjir emang bagus oversize yall know fashion i swear 
2022-11-23 05:29:59+00:00,critalion,as someone who studied fashion in college there are nuances itu yang di original post jelek banget wkwk tapi counterargument orang yang dia jawab tetep jelek  itu sebenernya oke soalnya bahan luarannya beda lebih tebel,2,as someone who studied fashion in college there are nuances original post jelek banget wkwk counterargument orang jelek sebenernya oke bahan luar beda tebal 
2022-11-23 04:00:26+00:00,gingertea345,maaf aku tadinya gak kebayang itu fashion yg gmn tp liat baju cinta laura disini aku baru ngeh oh iya emg jelek sih cintanya cantik bajunya yg jelek pdhl udh sama warna biru kemeja sama luarannya tp jelek bgt ampun,2,maaf bayang fashion lihat baju cinta laura ngeh oh iya emang jelek sih cinta cantik baju jelek warna biru kemeja luar jelek banget ampun 
2022-11-23 03:02:29+00:00,sagiboy1991,menurut gue ga ada yg salah sih fashion itu ga ada indikatornya jelek atau bagus tergantung preferensi org gimana melihatnya,2,salah sih fashion indikator jelek bagus gantung preferensi orang 
2022-11-20 15:06:45+00:00,pblcenemyy,the fashion looks good on you kalo km good looking the fashion of men fits you well klo km sangat jantan meskipun yg km pakai adlh baju yg sangat wanita klo kemayu apalagi jelek theyll say bencong lgbt menjijikkan again  lifes issues go away if youve good looks,2,the fashion looks good on good looking the fashion of men fits well jantan pakai adlh baju wanita kemayu jelek theyll say bencong lgbt jijik lifes issues go away if youve good looks 
2022-12-30 11:07:25+00:00,jiho0npark1,"lah kan elu duluan yg mention soal fashion grup lain iya ada center tapi ga setiap foto session mereka ditengah ""tapi kenapa ive terus yg dibahas"" berati kakak ngakuin sendiri nih kalo posisi foto ive nih sering dighibah fandom lain",2,duluan mention fashion grup iya center foto session tengah ive bahas berat kakak aku nih posisi foto ive nih dighibah fandom 
2022-12-30 11:03:18+00:00,nesoabav,fashion modern kelakuan primitif,2,fashion modern laku primitif 
2022-12-30 10:55:21+00:00,Rcmndation4u,temukan dan dapatkan basic corduroy outer blus fashion kemeja lengan panjang longgar setengah panjang gaya korea baru hanya rp  di shopee sekarang juga  shopeeid,1,temu dapat basic corduroy outer blus fashion kemeja lengan longgar gaya korea rupiah shopee shopeeid 
2022-12-30 10:55:20+00:00,txtdronlineshop,"basic corduroy outer blus fashion kemeja lengan panjang longgar setengah panjang gaya korea baru 

  
cek diskon",1,basic corduroy outer blus fashion kemeja lengan longgar gaya korea cek diskon 
2022-12-30 10:49:39+00:00,bluebeetnary,"idolku pernah blg fashion tuh masalah preferensi sesuatu hal yang harmless bukan hal yang perlu dijulidin dia blg""kalau kamu blg outfitku aneh dan jelek apakah karena kamu merasa kamu bakal kelihatan jelek kalau pakai outfit yang sama denganku""",2,idolku bilang fashion tuh preferensi harmless dijulidin blgkalau bilang outfitku aneh jelek jelek pakai outfit dengan 
2022-12-30 10:45:41+00:00,WaydeeStore,buat apa mahal kalau ada yang murah dan berkualitasyuk follow waydeestore fashion kamu bakal naik kelas,1,mahal murah berkualitasyuk follow waydeestore fashion kelas 
2022-12-30 10:39:05+00:00,Rcmndation4u,temukan dan dapatkan vallina outerwear alta jaket semi parka wanita korean jacket fashion muslim korean style hanya rp  di shopee sekarang juga  shopeeid,1,temu dapat vallina outerwear alta jaket semi parka wanita korean jacket fashion muslim korean style rupiah shopee shopeeid 
2022-12-30 10:39:03+00:00,barang_diskonan,"vallina outerwear alta jaket semi parka wanita korean jacket fashion muslim korean style 

  
cek diskon",1,vallina outerwear alta jaket semi parka wanita korean jacket fashion muslim korean style cek diskon 
2022-12-30 10:32:28+00:00,Rcmndation4u,temukan dan dapatkan dts  tas fashion sling bag tas selempang wanita tas rantai hand bag hanya rp  di shopee sekarang juga  shopeeid,1,temu dapat dts tas fashion sling bag tas selempang wanita tas rantai hand bag rupiah shopee shopeeid 
2022-12-30 10:32:05+00:00,Rcmndation4u,temukan dan dapatkan tas selempang wanita tas import c tas fashion wanita cod tas import murah hanya rp  di shopee sekarang juga  shopeeid,1,temu dapat tas selempang wanita tas import c tas fashion wanita bayar kirim tas import murah rupiah shopee shopeeid 
2022-12-30 10:32:02+00:00,Rcmndation4u,temukan dan dapatkan clr  alleta tas selempang wanita  tas fashion  tas sling bag kekinian hanya rp  di shopee sekarang juga  shopeeid,1,temu dapat clr alleta tas selempang wanita tas fashion tas sling bag kini rupiah shopee shopeeid 
2022-12-30 10:31:59+00:00,mahmedalfatih,jika orang mnasihati tntng aurat bukan brarti dia alimdia sempurnatapi dia tlong ingatkan perintah allahbiar buta fashion jgn buta agama,2,orang mnasihati tntng aurat brarti alimdia sempurnatapi tolong ingat perintah allahbiar buta fashion buta agama 
2022-12-30 10:31:40+00:00,kdoytwin,"chonlo said ""gokss mantep bet"" sm renjun ikut citayem fashion week itu aneh bgt mnrt gue nderrrr",2,chonlo said gokss mantap banget renjun citayem fashion week aneh banget nderrrr 
2022-12-30 10:31:32+00:00,andianfaa_,bnyk dari kta yang mendaku ultras ataupun enggan mendaku karena urusan tanggung jawabnamun nyatanya memang mengadopsi berbagai hal yang identik sprti fashionnamun disisi lain mengesampingkan mengenai cara berfikir mereka yang lahir dari berbagai latar belakang serupa di italia,2,daku ultras enggan daku urus tanggung jawabnamun adopsi identik fashionnamun sisi samping berfikir lahir latar italia 
2022-12-30 10:26:47+00:00,niovcas,saiki aku ngerti opo o bapak tambah tuwek gapati mikir fashion e de e,2,erti o tuwek gapati berfikir fashion e de e 
2022-12-30 10:26:29+00:00,Oktafiarissa,"gue juga orangnya biasa aja soal fashion tapi gue gak tau orang nilai gue kaya apa cuma pernah gue pake celana yg kelunturan ke tempat kerja amp meraka malah kira emang model celananya gitu and says ""kak rissa kan biasanya wah gitu jadi aku kira emang gitu model celananya""",2,orang fashion tau orang nilai kaya pakai celana luntur kerja amp raka emang model celana and says kak rissa emang model celana 
2022-12-30 10:22:51+00:00,andianfaa_,"amat familiar dijumpai org org mengadopsi culture ultras hanya sebatas fashion dan mengesampingkan tentang pandangan politik mengenai sepakbola
cukture ultras yang lahir dengan berbagai gejolak tereduksi hingga hanya sebatas modis sampai saat ini",2,familiar jumpa orang orang adopsi culture ultras batas fashion samping pandang politik sepakbola cukture ultras lahir gejolak reduksi batas modis 
2022-12-30 10:13:09+00:00,FUTRIANA,ada super model designer staf pr fashion agency baru tahu ada kerjaan kek gini dan fashion photography ini tentang mereka dan mimpi mereka cerita seputar dunia fashionnya sebenarnya ga wow tapi menyenangkan sekali pertemanan mereka,2,super model designer staf pr fashion wakil kerja fashion photography mimpi cerita putar dunia fashionnya wow senang teman 
2022-12-30 10:11:55+00:00,Noors_House,"atasan kemeja wanita fashion muslim wanita blouse tartan murah blouse corea terbaru kekinian sbr
bahan  katunbusui friendly kancing hiduplingkar dada   cmpanjang baju   cmpanjang ta
harga rp
produk  original",1,atas kemeja wanita fashion muslim wanita blouse tartan murah blouse corea baru kini sabar bahan katunbusui friendly kancing hiduplingkar dada cmpanjang baju cmpanjang ta harga rupiah produk original 
2022-12-30 10:11:12+00:00,thinker_piyush,ha ho skta lekin ye bhi pagal h bol bhi skti h aisa kuch or khud ka bol degi mera kapdo ka fashion h wo,1,ha ho skta lekin ye bhi pagal h bol bhi skti h aisa kuch or khud ka bol deg mera kapdo ka fashion h wo 
2022-12-30 10:10:38+00:00,babies0304,gara nj trainee a gk jadi debutdan juga pemirsa kenapa tuh bocil kalo kebandara outfitnya selalu penuh kan rempong liatnya padahal ini bukan fashion show wkwk,2,gara nj trainee a debutdan pirsa tuh bocil bandara outfitnya penuh rempong lihat fashion show wkwk 
2022-12-30 10:10:26+00:00,eizhaours,ngehe gue udah agak santuy pas dia pake kacamata ternyata buat fashion doang  niat banget bikin lemah anak orang,1,ehe santuy pas pakai kacamata fashion niat banget bikin lemah anak orang 
2022-12-30 10:00:05+00:00,akaauhi,jd awalnya gweh pake baju rumah krn mau ke rmh mama tp pas ngaca kayak ajg gembel bgt trs gweh ubah dkit jd bgus anjay fashion sense ak mulai berjalan,2,gweh pakai baju rumah rumah mama pas kaca ajg gembel banget gweh ubah bgus anjay fashion sense jalan 
2022-12-30 09:59:51+00:00,haechiloml,pakein ciput sama pake fashion tape buat pengganti jarumnya klo biar gak jatoh pas disampirin sih palingan dipakein penitijarpen kali yakk,1,pakai ciput pakai fashion tape ganti jarum biar jatuh pas disampirin sih paling dipakein penitijarpen kali yakk 
2022-12-30 09:58:09+00:00,calonibusultan,"hari ini aku mutusin buat berenti jualan bajufashion wanita
jadi aku jual rak etalase dll ini semua 
doain aku tetep waras yagesyaaa 

semangattt",2,mutusin renti jual bajufashion wanita jual rak etalase lain doa waras yagesyaaa semangattt 
2022-12-30 09:54:40+00:00,Rcmndation4u,temukan dan dapatkan premiere beaute perfume fashion neonmlml edp wanita pria unisex tahan lama  jam farfum parfum hanya rp  di shopee sekarang juga  shopeeid,1,temu dapat premiere beaute perfume fashion neonmlml edp wanita pria unisex tahan jam farfum parfum rupiah shopee shopeeid 
2022-12-30 09:54:38+00:00,RcunShpeeCheck,"premiere beaute perfume fashion neonmlml edp wanita pria unisex tahan lama  jam farfum parfum 

  
cek diskon",1,premiere beaute perfume fashion neonmlml edp wanita pria unisex tahan jam farfum parfum cek diskon 
2022-12-30 09:51:11+00:00,Uniqbutikid,"yakin gak mupeng dengan fashion branded terbaru dan gamis kekinian yang cantik ini bunda

stock sangat terbatas ya
yuk order sebelum kehabisan
jangan sampai menyesal

fast",1,mupeng fashion branded baru gamis kini cantik bunda sedia batas ya yuk order habis sesal fast 
2022-11-15 11:09:48+00:00,Bsoehebevhakanw,bahan jelek sablon gabagus harga mahal maaf untuk fashion perhitungan gw banyak dibanding sekedar sayang oshi,2,bahan jelek sablon gabagus harga mahal maaf fashion hitung banding dar sayang oshi 
2022-11-07 11:07:55+00:00,ayameqdi,"ngapa si lu suka ngomentarin penampilan orang kek anjir biarin kali orang mau pake apaan kan bisa ngasi saran baikbaik gtu gaperlu tiap ada yg ngomong mau pake ini pake itu langsung nyeplos ""jgn jelek pasti nanti"" iyh tau lu paling ngerti dah soal fashion",2,kapa si suka ngomentarin tampil orang anjir biarin kali orang pakai saran baikbaik omong pakai pakai langsung ceplos jelek iya tau erti fashion 
2022-11-06 12:18:43+00:00,hokkeboke,wibu jelek terobsesi kacamata fashion sense kek bapakbapak  thn kerjaannya ceramah terus tsundere rambut kek lumut belah tengah jelek emosian,2,wibu jelek obsesi kacamata fashion sense bapakbapak kerja ceramah tsundere rambut lumut belah jelek emosi 
2022-11-06 11:46:04+00:00,kochenglokal,cocok maaf tp cowok pd umumnya punya selera fashion thd cewe yg jelek,2,cocok maaf cowok pd selera fashion thd cewek jelek 
2022-11-05 23:54:08+00:00,PureeeMiyuu_,fashion taste miyuki tu beneran jelek anjir kalo dipikir pikir malah bagusan punya eijun,2,fashion taste miyuki beneran jelek anjir pikir pikir bagus eijun 
2022-11-04 15:15:46+00:00,nottrustanybody,lagian lo mau ngapain sih gada baju  gada baju mau fashion show lah wkwkwkwkkw prg kalo pikiran nya jelek mah jelek aja,2,ngapain sih baju baju fashion show wkwkwkwkkw pergi pikir nya jelek mah jelek 
